jaws,Jaws,simply,one,greatest,motion,pictures,Based,best-selling,novel,Peter,film,opened,audiences,around,world,apart,receiving,critical,grossed,hundreds,millions,thanks,simply,one,greatest,motion,pictures,Based,best-selling,novel,Peter,film,opened,audiences,around,world,apart,receiving,critical,grossed,hundreds,millions,thanks,word,mouth,clever,Three,mediocre,sequels,followed,original,definitive,suspense,plot,concerns,small,New,England,holiday,resort,terrorized,killer,great,white,corrupt,mayor,town,wishes,regard,numerous,shark,attacks,boating,bodies,mount,becomes,clear,police,chief,Martin,problem,longer,help,oceanographer,Matt,crusty,old,fisherman,heads,sea,small,boat,order,catch,kill,shark,Once,get,open,film,suddenly,becomes,straight,genius,move,Spielberg,first,half,tension,slowly,built,notch,notch,viewer,wants,shark,dead,characters,decide,way,gradually,makes,transition,one,review,film,mentioning,iconic,musical,score,composer,John,frequent,choice,nearly,music,represents,mindless,attack,shark,also,accompanied,traditional,swashbuckler,music,less,suspenseful,big,claim,fame,fact,one,troublesome,shoots,film,three,mechanical,sharks,constructed,film,rarely,short,reason,three,sharks,filmmakers,exercise,control,cast,superb,Robert,Shaw,Dreyfuss,giving,signature,star,learned,movie,buffs,really,film,released,June,20th,quickly,became,popular,film,time,It,set,record,summer,blockbusters,grossing,million,dollars,shooting,Spielberg,international,classic,chiller,belongs,every,DVD,Expand
jaws,reviewers,understand,movie,made,state,Still,classic,says,otherwise,obviously,know,good,movie,see
jaws,Spielberg,made,first,summer,block,Jaws,one,time,favorite,next,dream,works,Zanuck,favorite,movie,next,Spielberg,made,first,summer,block,Jaws,one,time,favorite,next,dream,works,Zanuck,favorite,movie,next,Love,Expand
jaws,movie,great,characters,sound,act,like,real,movie,brings,screams,laughs,movie,recommend
jaws,Even,though,attacks,way,killed,Jaws,Great,classic
jaws,definitely,good,Spielberg,delivered,great,Educational,masterpiece,begin,Story,move
jaws,OK,know,cult,member,But,even,Hate,Cult,love,acting,setting,really,music,best,ever,herd,film,OK,know,cult,member,But,even,Hate,Cult,love,acting,setting,really,music,best,ever,herd,film,really,got,mood,really,scare,kept,edge,Even,seeing,times,parts,still,get,acting,really,loved,Matt,reading,book,even,70s,Disaster,Disaster,movie,Expand
jaws,Jaws,made,scared,even,want,go,toilet,case,great,white,came,ate,think,film,deserves,billion
jaws,best,horror,movie,time,original,best,special,effects,strongest,want,see,movie,matter,movie,best,horror,movie,time,original,best,special,effects,strongest,want,see,movie,matter,movie,keep,want,turn,Expand
jaws,Jaws,first,horror,flick,ever,day,remains,Like,many,afraid,go,water,seeing,Tight,direction,Spielberg,well,fairly,first,horror,flick,ever,day,remains,Like,many,afraid,go,water,seeing,Tight,direction,Spielberg,well,fairly,realistic,looking,shark,make,one,greatest,films,Expand
jaws,keep,single,finest,motion,picture,Great,perfect,wonderful,cast,performances,die,Has,never,perhaps,never
jaws,Its,JAWS,need,review,negative,reviews,trolling,enjoy,negative,passed,buy,guess,possible,watch,put,JAWS,need,review,negative,reviews,trolling,enjoy,negative,passed,buy,guess,possible,watch,put,whatever,watch,made,remember,go,score,incorrect,let,score,higher,one,greatest,movies,ever,Expand
jaws,saw,movie,first,time,today,surprisingly,pleased,like,horror,films,loved,movie,put,along,lines,thriller,jump,scares,got,saw,movie,first,time,today,surprisingly,pleased,like,horror,films,loved,movie,put,along,lines,thriller,jump,scares,got,way,thought,good,movie,characters,likeable,interesting,fair,development,opinion,really,point,movie,said,bored,wanted,hurry,music,movie,besides,iconic,jaws,theme,good,well,expected,John,Williams,overall,say,like,seen,jaws,go,buy,copy,get,one,like,bucks,even,watch,good,time,trust,Expand
